# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_01521	CP000253.1	1468675	1470585	-	1911	SAOUHSC_01521	0	0	0	0	0	0
gene-SAOUHSC_01522	CP000253.1	1470601	1470891	-	291	SAOUHSC_01522	0	0	0	0	0	0
gene-SAOUHSC_01523	CP000253.1	1470891	1472474	-	1584	SAOUHSC_01523	0	0	0	0	0	0
gene-SAOUHSC_01524	CP000253.1	1472483	1473307	-	825	SAOUHSC_01524	0	0	0	0	0	0
gene-SAOUHSC_01525	CP000253.1	1473307	1479507	-	6201	SAOUHSC_01525	0	0	0	0	0	0
gene-SAOUHSC_01526	CP000253.1	1479521	1479679	-	159	SAOUHSC_01526	0	0	0	0	0	0
gene-SAOUHSC_01527	CP000253.1	1479721	1480071	-	351	SAOUHSC_01527	0	0	0	0	0	0
gene-SAOUHSC_01528	CP000253.1	1480129	1480584	-	456	SAOUHSC_01528	0	0	0	0	0	0
gene-SAOUHSC_01529	CP000253.1	1480676	1481317	-	642	SAOUHSC_01529	0	0	0	0	0	0
gene-SAOUHSC_01530	CP000253.1	1481352	1481747	-	396	SAOUHSC_01530	0	0	0	0	0	0
gene-SAOUHSC_01531	CP000253.1	1481748	1482149	-	402	SAOUHSC_01531	0	0	0	0	0	0
gene-SAOUHSC_01532	CP000253.1	1482146	1482478	-	333	SAOUHSC_01532	0	0	0	0	0	0
gene-SAOUHSC_01533	CP000253.1	1482490	1482768	-	279	SAOUHSC_01533	0	0	0	0	0	0
gene-SAOUHSC_01535	CP000253.1	1482837	1484000	-	1164	SAOUHSC_01535	0	0	0	0	0	0
gene-SAOUHSC_01536	CP000253.1	1484012	1484785	-	774	SAOUHSC_01536	0	0	0	0	0	0
gene-SAOUHSC_01537	CP000253.1	1484769	1486007	-	1239	SAOUHSC_01537	0	0	0	0	0	0
gene-SAOUHSC_01538	CP000253.1	1486012	1487703	-	1692	SAOUHSC_01538	0	0	0	0	0	0
gene-SAOUHSC_01539	CP000253.1	1487693	1487998	-	306	SAOUHSC_01539	0	0	0	0	0	0
gene-SAOUHSC_01540	CP000253.1	1488120	1488434	-	315	SAOUHSC_01540	0	0	0	0	0	0
gene-SAOUHSC_01541	CP000253.1	1488591	1489028	-	438	SAOUHSC_01541	0	0	0	0	0	0
gene-SAOUHSC_01542	CP000253.1	1489041	1490408	-	1368	SAOUHSC_01542	0	0	0	0	0	0
gene-SAOUHSC_01543	CP000253.1	1490389	1490679	-	291	SAOUHSC_01543	0	0	0	0	0	0
gene-SAOUHSC_01544	CP000253.1	1490813	1490917	+	105	SAOUHSC_01544	0	0	0	0	0	0
gene-SAOUHSC_01545	CP000253.1	1491020	1491310	-	291	SAOUHSC_01545	0	0	0	0	0	0
gene-SAOUHSC_01546	CP000253.1	1491243	1491503	-	261	SAOUHSC_01546	0	0	0	0	0	0
gene-SAOUHSC_01547	CP000253.1	1491472	1493469	-	1998	SAOUHSC_01547	0	0	0	0	0	0
gene-SAOUHSC_01548	CP000253.1	1493521	1493721	-	201	SAOUHSC_01548	0	0	0	0	0	0
gene-SAOUHSC_01549	CP000253.1	1493789	1493956	-	168	SAOUHSC_01549	0	0	0	0	0	0
gene-SAOUHSC_01550	CP000253.1	1493944	1494144	-	201	SAOUHSC_01550	0	0	0	0	0	0
gene-SAOUHSC_01551	CP000253.1	1494119	1494307	-	189	SAOUHSC_01551	0	0	0	0	0	0
gene-SAOUHSC_01552	CP000253.1	1494344	1494886	-	543	SAOUHSC_01552	0	0	0	0	0	0
gene-SAOUHSC_01553	CP000253.1	1494891	1495127	-	237	SAOUHSC_01553	0	0	0	0	0	0
gene-SAOUHSC_01554	CP000253.1	1495120	1495428	-	309	SAOUHSC_01554	0	0	0	0	0	0
gene-SAOUHSC_01555	CP000253.1	1495425	1495772	-	348	SAOUHSC_01555	0	0	0	0	0	0
gene-SAOUHSC_01556	CP000253.1	1495769	1496170	-	402	SAOUHSC_01556	0	0	0	0	0	0
gene-SAOUHSC_01557	CP000253.1	1496173	1496379	-	207	SAOUHSC_01557	0	0	0	0	0	0
gene-SAOUHSC_01558	CP000253.1	1496393	1496635	-	243	SAOUHSC_01558	0	0	0	0	0	0
gene-SAOUHSC_01559	CP000253.1	1496650	1496850	-	201	SAOUHSC_01559	0	0	0	0	0	0
gene-SAOUHSC_01560	CP000253.1	1496853	1497110	-	258	SAOUHSC_01560	0	0	0	0	0	0
gene-SAOUHSC_01561	CP000253.1	1497110	1497511	-	402	SAOUHSC_01561	0	0	0	0	0	0
gene-SAOUHSC_01562	CP000253.1	1497511	1497696	-	186	SAOUHSC_01562	0	0	0	0	0	0
gene-SAOUHSC_01563	CP000253.1	1497709	1499661	-	1953	SAOUHSC_01563	0	0	0	0	0	0
gene-SAOUHSC_01565	CP000253.1	1499730	1500287	-	558	SAOUHSC_01565	0	0	0	0	0	0
gene-SAOUHSC_01566	CP000253.1	1500313	1501479	-	1167	SAOUHSC_01566	0	0	0	0	0	0
gene-SAOUHSC_01567	CP000253.1	1501476	1501838	-	363	SAOUHSC_01567	0	0	0	0	0	0
gene-SAOUHSC_01568	CP000253.1	1501853	1502176	-	324	SAOUHSC_01568	0	0	0	0	0	0
gene-SAOUHSC_01569	CP000253.1	1502255	1502416	-	162	SAOUHSC_01569	0	0	0	0	0	0
gene-SAOUHSC_01570	CP000253.1	1502429	1502692	-	264	SAOUHSC_01570	0	0	0	0	0	0
gene-SAOUHSC_01571	CP000253.1	1502717	1502932	-	216	SAOUHSC_01571	0	0	0	0	0	0
gene-SAOUHSC_01572	CP000253.1	1502987	1503352	+	366	SAOUHSC_01572	0	0	0	0	0	0
gene-SAOUHSC_01573	CP000253.1	1503321	1503566	-	246	SAOUHSC_01573	0	0	0	0	0	0
gene-SAOUHSC_01574	CP000253.1	1503582	1503845	-	264	SAOUHSC_01574	0	0	0	0	0	0
gene-SAOUHSC_A01514	CP000253.1	1503842	1504015	-	174	SAOUHSC_A01514	0	0	0	0	0	0
gene-SAOUHSC_01575	CP000253.1	1503978	1504691	+	714	SAOUHSC_01575	0	0	0	0	0	0
gene-SAOUHSC_01576	CP000253.1	1504707	1505639	+	933	SAOUHSC_01576	0	0	0	0	0	0
gene-SAOUHSC_01577	CP000253.1	1505645	1505986	+	342	SAOUHSC_01577	0	0	0	0	0	0
gene-SAOUHSC_01578	CP000253.1	1506145	1506372	+	228	SAOUHSC_01578	0	0	0	0	0	0
gene-SAOUHSC_01579	CP000253.1	1506409	1506555	+	147	SAOUHSC_01579	0	0	0	0	0	0
gene-SAOUHSC_01580	CP000253.1	1506552	1507166	-	615	SAOUHSC_01580	0	0	0	0	0	0
gene-SAOUHSC_01582	CP000253.1	1507292	1508497	+	1206	SAOUHSC_01582	0	0	0	0	0	0
gene-SAOUHSC_01583	CP000253.1	1508540	1510567	-	2028	SAOUHSC_01583	0	0	0	0	0	0
gene-SAOUHSC_01584	CP000253.1	1510560	1511429	-	870	SAOUHSC_01584	0	0	0	0	0	0
gene-SAOUHSC_01585	CP000253.1	1511734	1513485	-	1752	SAOUHSC_01585	1	1	0	1	0	0
gene-SAOUHSC_01586	CP000253.1	1513466	1514191	-	726	SAOUHSC_01586	0	0	0	0	0	0
gene-SAOUHSC_01587	CP000253.1	1514324	1515061	-	738	SAOUHSC_01587	0	0	0	0	0	0
gene-SAOUHSC_01588	CP000253.1	1515054	1515596	-	543	SAOUHSC_01588	0	0	0	0	0	0
gene-SAOUHSC_01589	CP000253.1	1515589	1516320	-	732	SAOUHSC_01589	0	1	0	0	0	0
gene-SAOUHSC_01590	CP000253.1	1516412	1516918	+	507	SAOUHSC_01590	0	0	0	0	0	0
gene-SAOUHSC_01591	CP000253.1	1516996	1517883	-	888	SAOUHSC_01591	0	0	0	0	0	0
gene-SAOUHSC_01592	CP000253.1	1517932	1518381	-	450	SAOUHSC_01592	0	0	0	0	0	0
gene-SAOUHSC_01593	CP000253.1	1518486	1519028	-	543	SAOUHSC_01593	0	0	0	0	0	0
gene-SAOUHSC_01594	CP000253.1	1519110	1520018	+	909	SAOUHSC_01594	0	0	0	1	0	0
gene-SAOUHSC_01595	CP000253.1	1520234	1520482	-	249	SAOUHSC_01595	0	0	0	0	0	0
gene-SAOUHSC_01596	CP000253.1	1520498	1521253	-	756	SAOUHSC_01596	0	0	0	0	0	0
gene-SAOUHSC_01597	CP000253.1	1521425	1522210	+	786	SAOUHSC_01597	0	0	0	0	0	0
gene-SAOUHSC_01598	CP000253.1	1522315	1523235	-	921	SAOUHSC_01598	0	0	0	0	0	0
gene-SAOUHSC_01599	CP000253.1	1523548	1525032	+	1485	SAOUHSC_01599	2	0	0	4	0	0
gene-SAOUHSC_01600	CP000253.1	1525235	1526128	+	894	SAOUHSC_01600	0	0	0	0	1	0
gene-SAOUHSC_01601	CP000253.1	1526211	1527860	-	1650	SAOUHSC_01601	0	0	1	0	0	0
gene-SAOUHSC_01602	CP000253.1	1527876	1528895	-	1020	SAOUHSC_01602	0	1	0	0	0	0
gene-SAOUHSC_01603	CP000253.1	1528896	1529150	-	255	SAOUHSC_01603	0	0	0	0	0	0
gene-SAOUHSC_01604	CP000253.1	1529089	1529460	-	372	SAOUHSC_01604	0	0	0	0	0	0
gene-SAOUHSC_01605	CP000253.1	1529679	1531085	-	1407	SAOUHSC_01605	0	0	0	2	0	0
gene-SAOUHSC_01606	CP000253.1	1531153	1532286	-	1134	SAOUHSC_01606	0	0	0	0	1	0
gene-SAOUHSC_01607	CP000253.1	1532549	1532728	+	180	SAOUHSC_01607	0	0	0	0	0	0
gene-SAOUHSC_01608	CP000253.1	1532809	1532901	+	93	SAOUHSC_01608	0	0	0	0	0	0
gene-SAOUHSC_01609	CP000253.1	1532855	1533835	-	981	SAOUHSC_01609	1	0	0	0	0	0
gene-SAOUHSC_01610	CP000253.1	1533849	1534286	-	438	SAOUHSC_01610	0	0	0	1	0	0
gene-SAOUHSC_01611	CP000253.1	1534637	1535911	-	1275	SAOUHSC_01611	0	0	2	0	0	0
gene-SAOUHSC_01612	CP000253.1	1535924	1536907	-	984	SAOUHSC_01612	2	0	0	0	0	0
gene-SAOUHSC_01613	CP000253.1	1536907	1537899	-	993	SAOUHSC_01613	0	0	0	0	0	0
gene-SAOUHSC_01614	CP000253.1	1537915	1539336	-	1422	SAOUHSC_01614	0	0	0	0	0	0
gene-SAOUHSC_01615	CP000253.1	1539487	1541166	-	1680	SAOUHSC_01615	0	0	0	1	0	0
gene-SAOUHSC_01617	CP000253.1	1541182	1541634	-	453	SAOUHSC_01617	0	0	0	0	0	0
gene-SAOUHSC_01618	CP000253.1	1542066	1542947	-	882	SAOUHSC_01618	0	1	0	0	0	0
gene-SAOUHSC_01619	CP000253.1	1542925	1543155	-	231	SAOUHSC_01619	0	0	0	0	0	0
gene-SAOUHSC_01620	CP000253.1	1543148	1544485	-	1338	SAOUHSC_01620	0	0	0	0	0	0
gene-SAOUHSC_01621	CP000253.1	1544502	1544891	-	390	SAOUHSC_01621	0	1	0	0	0	0
gene-SAOUHSC_01622	CP000253.1	1544951	1545313	-	363	SAOUHSC_01622	0	0	0	0	0	0
gene-SAOUHSC_01623	CP000253.1	1545328	1546683	-	1356	SAOUHSC_01623	1	0	0	0	0	0
gene-SAOUHSC_01624	CP000253.1	1546683	1547147	-	465	SAOUHSC_01624	0	0	0	0	0	0
gene-SAOUHSC_01625	CP000253.1	1547621	1548178	-	558	SAOUHSC_01625	1	0	0	0	1	0
gene-SAOUHSC_01626	CP000253.1	1548204	1549265	-	1062	SAOUHSC_01626	1	0	0	0	0	0
gene-SAOUHSC_01627	CP000253.1	1549370	1549951	+	582	SAOUHSC_01627	0	0	0	0	0	0
gene-SAOUHSC_01628	CP000253.1	1549965	1550183	+	219	SAOUHSC_01628	0	0	0	0	0	0
gene-SAOUHSC_01629	CP000253.1	1550247	1551077	-	831	SAOUHSC_01629	0	0	0	0	0	0
gene-SAOUHSC_01630	CP000253.1	1551235	1551621	+	387	SAOUHSC_01630	0	0	0	0	0	0
gene-SAOUHSC_01632	CP000253.1	1551986	1553458	-	1473	SAOUHSC_01632	0	3	0	0	0	0
gene-SAOUHSC_01633	CP000253.1	1553451	1554797	-	1347	SAOUHSC_01633	1	1	0	0	0	0
gene-SAOUHSC_01634	CP000253.1	1554817	1555908	-	1092	SAOUHSC_01634	0	0	0	0	0	1
gene-SAOUHSC_01635	CP000253.1	1556067	1556591	-	525	SAOUHSC_01635	0	1	0	1	0	0
gene-SAOUHSC_01636	CP000253.1	1556581	1556727	-	147	SAOUHSC_01636	0	0	0	0	0	0
gene-SAOUHSC_01637	CP000253.1	1556824	1557198	-	375	SAOUHSC_01637	0	0	0	0	0	0
gene-SAOUHSC_01638	CP000253.1	1557239	1557559	-	321	SAOUHSC_01638	0	0	0	0	0	0
gene-SAOUHSC_01639	CP000253.1	1557525	1557971	-	447	SAOUHSC_01639	0	0	0	0	0	0
gene-SAOUHSC_01640	CP000253.1	1557949	1558260	-	312	SAOUHSC_01640	0	0	0	0	0	0
gene-SAOUHSC_01641	CP000253.1	1558274	1559194	-	921	SAOUHSC_01641	0	0	0	0	0	0
gene-SAOUHSC_01643	CP000253.1	1559316	1560290	-	975	SAOUHSC_01643	0	0	0	0	0	0
gene-SAOUHSC_01644	CP000253.1	1560342	1560965	-	624	SAOUHSC_01644	0	0	0	0	0	0
gene-SAOUHSC_01645	CP000253.1	1560962	1561291	-	330	SAOUHSC_01645	0	0	1	0	0	0
gene-SAOUHSC_01646	CP000253.1	1561291	1562277	-	987	SAOUHSC_01646	0	0	0	0	0	0
gene-SAOUHSC_01647	CP000253.1	1562274	1562477	-	204	SAOUHSC_01647	0	1	0	0	0	0
gene-SAOUHSC_01648	CP000253.1	1562458	1562910	-	453	SAOUHSC_01648	0	0	0	0	1	0
gene-SAOUHSC_01649	CP000253.1	1562911	1563921	-	1011	SAOUHSC_01649	0	0	0	0	0	0
gene-SAOUHSC_01650	CP000253.1	1563933	1564472	-	540	SAOUHSC_01650	0	0	0	0	0	0
gene-SAOUHSC_01651	CP000253.1	1564681	1564830	-	150	SAOUHSC_01651	0	0	0	0	0	0
gene-SAOUHSC_01652	CP000253.1	1564943	1567018	-	2076	SAOUHSC_01652	0	0	0	0	0	0
gene-SAOUHSC_01653	CP000253.1	1567139	1567738	-	600	SAOUHSC_01653	0	1	0	1	1	0
gene-SAOUHSC_01655	CP000253.1	1568014	1568424	-	411	SAOUHSC_01655	1	0	0	0	0	0
gene-SAOUHSC_01656	CP000253.1	1568411	1569274	-	864	SAOUHSC_01656	0	0	0	0	0	0
gene-SAOUHSC_01657	CP000253.1	1569316	1570101	-	786	SAOUHSC_01657	0	0	0	0	0	0
gene-SAOUHSC_01658	CP000253.1	1570227	1571117	-	891	SAOUHSC_01658	0	0	0	0	0	0
gene-SAOUHSC_01659	CP000253.1	1571127	1572473	-	1347	SAOUHSC_01659	1	1	0	1	0	0
gene-SAOUHSC_01660	CP000253.1	1572587	1573687	-	1101	SAOUHSC_01660	0	0	1	0	0	0
gene-SAOUHSC_01661	CP000253.1	1573690	1574367	-	678	SAOUHSC_01661	0	0	0	0	0	0
gene-SAOUHSC_01662	CP000253.1	1574498	1575604	-	1107	SAOUHSC_01662	2	0	1	1	0	1
gene-SAOUHSC_01663	CP000253.1	1575828	1577627	-	1800	SAOUHSC_01663	1	0	0	0	0	0
gene-SAOUHSC_01664	CP000253.1	1577688	1578506	-	819	SAOUHSC_01664	0	0	0	0	0	0
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	SAOUHSC_01665	0	0	0	0	0	0
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	SAOUHSC_01666	0	1	0	1	7	1
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	SAOUHSC_01667	0	0	0	0	0	0
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	SAOUHSC_01668	0	0	0	0	0	0
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	SAOUHSC_01669	0	0	0	0	0	0
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	SAOUHSC_01670	0	0	0	0	0	0
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	SAOUHSC_01671	0	0	0	0	0	0
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	SAOUHSC_01672	0	0	0	0	0	0
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	SAOUHSC_01673	0	0	0	0	0	0
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	SAOUHSC_01675	0	0	1	2	0	0
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	SAOUHSC_01676	0	1	0	3	3	0
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	SAOUHSC_01677	1	1	0	0	0	0
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	SAOUHSC_01678	1	0	0	1	0	0
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	SAOUHSC_01679	0	0	0	1	0	0
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	SAOUHSC_01680	1	0	0	0	0	0
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	SAOUHSC_01681	0	0	1	0	0	0
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	SAOUHSC_01682	1	2	0	0	0	0
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	SAOUHSC_01683	11	13	10	1	0	1
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	SAOUHSC_01684	4	2	5	2	1	0
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	SAOUHSC_01685	6	5	1	1	0	0
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	SAOUHSC_01686	0	0	0	0	0	0
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	SAOUHSC_01687	0	0	0	0	0	0
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	SAOUHSC_01688	0	0	0	1	0	0
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	SAOUHSC_01689	0	0	0	0	0	0
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	SAOUHSC_01690	0	0	0	0	0	0
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	SAOUHSC_01691	0	0	0	0	0	0
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	SAOUHSC_01692	0	0	0	0	1	0
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	SAOUHSC_01693	0	0	0	0	0	0
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	SAOUHSC_01694	0	0	0	1	0	0
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	SAOUHSC_01695	0	0	0	0	0	0
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	SAOUHSC_01696	0	0	0	0	0	1
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	SAOUHSC_01697	1	0	0	0	0	0
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	SAOUHSC_01698	0	0	0	0	0	0
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	SAOUHSC_01699	0	0	0	0	1	0
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	SAOUHSC_01700	0	0	0	0	0	0
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	SAOUHSC_01701	0	0	0	0	0	0
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	SAOUHSC_01702	0	0	0	0	0	0
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	SAOUHSC_01703	0	0	0	0	0	0
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	SAOUHSC_01704	0	0	0	0	0	0
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	SAOUHSC_01705	0	0	0	0	0	0
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	SAOUHSC_01706	0	1	0	0	0	0
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	SAOUHSC_01707	0	0	0	0	0	0
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	SAOUHSC_01708	0	0	0	0	0	0
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	SAOUHSC_01709	0	0	0	0	0	0
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	SAOUHSC_01710	0	0	0	0	0	0
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	SAOUHSC_01711	0	1	1	0	0	0
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	SAOUHSC_01712	0	0	0	0	1	0
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	SAOUHSC_01714	0	0	1	0	1	0
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	SAOUHSC_01715	0	0	0	0	1	0
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	SAOUHSC_01716	1	0	0	0	0	0
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	SAOUHSC_01717	0	1	0	0	1	0
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	SAOUHSC_01718	0	0	0	0	0	0
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	SAOUHSC_01719	0	0	0	0	0	0
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	SAOUHSC_01720	0	0	0	0	0	0
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	SAOUHSC_01721	0	0	0	0	1	0
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	SAOUHSC_01722	0	0	0	0	1	2
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	SAOUHSC_01723	0	0	0	0	0	0
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	SAOUHSC_01724	0	0	0	0	0	0
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	SAOUHSC_01725	0	0	0	0	0	0
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	SAOUHSC_01726	0	0	0	0	0	0
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	SAOUHSC_01727	1	0	0	0	0	1
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	SAOUHSC_01728	0	0	0	0	0	0
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	SAOUHSC_01729	0	0	1	1	8	0
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	SAOUHSC_01730	1	0	0	2	0	0
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	SAOUHSC_01732	0	0	1	0	0	0
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	SAOUHSC_01733	0	0	0	0	0	0
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	SAOUHSC_01734	0	0	0	0	0	0
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	SAOUHSC_01735	0	0	0	1	0	0
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	SAOUHSC_01736	0	0	0	0	0	0
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	SAOUHSC_01737	1	1	0	0	1	0
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	SAOUHSC_01738	0	0	0	0	0	0
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	SAOUHSC_01739	0	0	0	0	0	0
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	SAOUHSC_01741	0	0	0	0	0	0
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	SAOUHSC_01742	0	0	0	0	2	0
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	SAOUHSC_01743	0	1	0	0	0	0
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	SAOUHSC_01744	1	0	0	0	0	0
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	SAOUHSC_01746	0	0	1	0	0	0
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	SAOUHSC_01747	0	0	0	0	0	0
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	SAOUHSC_01748	0	0	0	0	0	0
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	SAOUHSC_01749	0	0	0	0	0	0
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	SAOUHSC_01750	0	1	0	0	0	0
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	SAOUHSC_01751	2	0	0	0	1	0
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	SAOUHSC_01752	0	0	0	0	0	0
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	SAOUHSC_01753	0	0	0	0	0	0
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	SAOUHSC_01755	0	1	2	1	1	0
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	SAOUHSC_01756	1	0	0	0	0	0
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	SAOUHSC_01757	0	3	4	0	1	0
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	SAOUHSC_01758	0	0	0	0	0	0
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	SAOUHSC_01759	0	0	0	0	0	0
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	SAOUHSC_01760	1	2	0	0	0	0
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	SAOUHSC_01761	1	1	3	0	0	0
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	SAOUHSC_01762	0	0	0	0	0	0
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	SAOUHSC_01763	0	0	0	0	0	0
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	SAOUHSC_01764	0	0	0	0	0	0
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	SAOUHSC_01765	0	0	0	0	0	0
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	SAOUHSC_01766	0	0	0	0	1	0
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	SAOUHSC_01767	1	0	0	0	2	0
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	SAOUHSC_01768	0	0	0	0	0	0
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	SAOUHSC_01769	0	0	1	0	0	0
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	SAOUHSC_01770	0	0	0	0	0	0
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	SAOUHSC_01771	0	1	0	0	0	0
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	SAOUHSC_01772	0	0	0	0	0	0
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	SAOUHSC_01773	0	0	0	0	0	0
